Unnamed: 0,formula_id,category,token_range,token_count,latex_formula,url,modality,transcription_text,ssml_text,survey_id,item_order,formula_row,respondent_id,annotation,formula_match,difficult_parts,pauses_helpful,emphasis_helpful,speech_rate_helpful,explanatory_info_helpful,timestamp,sounded clear,pronounced the words correctly,sounded natural,was comfortable to listen to throughout the survey,sounded like a real teacher,Gender,Age Group,Nationality,Highest Educational Degree,Which area best describes your field of study?,Mathematical Background,English Proficiency,Device Used to Complete the Survey,Audio Equipment used,audio_duration_sec
34,https://en.wikipedia.org/wiki/Vector_autoregression|{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},Economics,21-30,25,{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},https://en.wikipedia.org/wiki/Vector_autoregression,extended,"Lowercase y sub t equals, lowercase c, plus, capital A sub one, times, lowercase y sub t minus one, plus, capital A sub two, times, lowercase y sub t minus two, plus, lowercase e sub t, which is a V A R model with two lags.","<prosody rate=""slow"">Lowercase y sub t equals,<break time=""300ms""/> lowercase c,<break time=""200ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub one</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus one,<break time=""300ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub two</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus two,<break time=""300ms""/> plus,<break time=""250ms""/> lowercase e sub t,<break time=""350ms""/> which is a V A R model with two lags.</prosody>",3,4,11,study3_r2,11B,3,Subscripts and indices,3,4,2,3.0,2026/07/04 3:08:54 PM OESZ,4,4,3,4,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Desktop computer,Headphones,24.999166666666667
34,https://en.wikipedia.org/wiki/Vector_autoregression|{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},Economics,21-30,25,{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},https://en.wikipedia.org/wiki/Vector_autoregression,extended,"Lowercase y sub t equals, lowercase c, plus, capital A sub one, times, lowercase y sub t minus one, plus, capital A sub two, times, lowercase y sub t minus two, plus, lowercase e sub t, which is a V A R model with two lags.","<prosody rate=""slow"">Lowercase y sub t equals,<break time=""300ms""/> lowercase c,<break time=""200ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub one</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus one,<break time=""300ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub two</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus two,<break time=""300ms""/> plus,<break time=""250ms""/> lowercase e sub t,<break time=""350ms""/> which is a V A R model with two lags.</prosody>",3,4,11,study3_r3,11B,3,Subscripts and indices,3,3,3,3.0,2026/07/08 11:49:10 PM OESZ,4,4,4,4,4,Female,55-64,Germany,Master's Degree (or comparable university degree),Humanities and Languages,"Secondary school mathematics (functions, logarithms, trigonometry)",Intermediate (B1-B2),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",24.999166666666667
34,https://en.wikipedia.org/wiki/Vector_autoregression|{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},Economics,21-30,25,{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},https://en.wikipedia.org/wiki/Vector_autoregression,extended,"Lowercase y sub t equals, lowercase c, plus, capital A sub one, times, lowercase y sub t minus one, plus, capital A sub two, times, lowercase y sub t minus two, plus, lowercase e sub t, which is a V A R model with two lags.","<prosody rate=""slow"">Lowercase y sub t equals,<break time=""300ms""/> lowercase c,<break time=""200ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub one</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus one,<break time=""300ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub two</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus two,<break time=""300ms""/> plus,<break time=""250ms""/> lowercase e sub t,<break time=""350ms""/> which is a V A R model with two lags.</prosody>",3,4,11,study3_r4,11B,4,Subscripts and indices;Capitalization,4,4,3,3.0,2026/07/10 12:03:10 PM OESZ,4,4,4,4,3,Male,35-44,Germany,Bachelor's Degree (or comparable university degree),Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",24.999166666666667
34,https://en.wikipedia.org/wiki/Vector_autoregression|{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},Economics,21-30,25,{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},https://en.wikipedia.org/wiki/Vector_autoregression,extended,"Lowercase y sub t equals, lowercase c, plus, capital A sub one, times, lowercase y sub t minus one, plus, capital A sub two, times, lowercase y sub t minus two, plus, lowercase e sub t, which is a V A R model with two lags.","<prosody rate=""slow"">Lowercase y sub t equals,<break time=""300ms""/> lowercase c,<break time=""200ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub one</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus one,<break time=""300ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub two</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus two,<break time=""300ms""/> plus,<break time=""250ms""/> lowercase e sub t,<break time=""350ms""/> which is a V A R model with two lags.</prosody>",3,4,11,study3_r5,11B,3,Subscripts and indices,3,4,3,3.0,2026/07/14 1:36:14 AM OESZ,4,4,4,4,3,Male,25-34,Germany,Doctorate / PhD (or comparable university degree),Mathematics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,Headphones,24.999166666666667
15,https://en.wikipedia.org/wiki/Analytic_signal|{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},Mathematics,31-40,33,{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},https://en.wikipedia.org/wiki/Analytic_signal,standard,"Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, open square bracket, delta of lowercase t, plus lowercase j, one over pi times lowercase t, close square bracket, this square bracket is curly underbraced, sub, calligraphic capital F to the power of minus one, of open curly brace, two lowercase u of open parenthesis lowercase f close parenthesis, close curly brace.","<prosody rate=""slow"">Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, <break time=""200ms""/>open square bracket, <break time=""150ms""/>delta of lowercase t, <break time=""150ms""/><emphasis>plus</emphasis> lowercase j, <break time=""120ms""/>one over pi times lowercase t, <break time=""150ms""/>close square bracket, <break time=""200ms""/>this square bracket is <emphasis>curly underbraced</emphasis>, <break time=""120ms""/>sub, <break time=""120ms""/><emphasis>calligraphic capital F to the power of minus one</emphasis>, <break time=""120ms""/>of open curly brace, <break time=""120ms""/>two lowercase u of open parenthesis lowercase f close parenthesis, <break time=""120ms""/>close curly brace.</prosody>",3,5,16,study3_r1,16A,2,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Fractions and divisions structures;Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral)",3,3,2,,2026/06/28 7:53:57 PM OESZ,4,4,3,4,3,Male,35-44,Germany,Master's Degree (or comparable university degree),Economics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,34.82116666666667
15,https://en.wikipedia.org/wiki/Analytic_signal|{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},Mathematics,31-40,33,{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},https://en.wikipedia.org/wiki/Analytic_signal,standard,"Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, open square bracket, delta of lowercase t, plus lowercase j, one over pi times lowercase t, close square bracket, this square bracket is curly underbraced, sub, calligraphic capital F to the power of minus one, of open curly brace, two lowercase u of open parenthesis lowercase f close parenthesis, close curly brace.","<prosody rate=""slow"">Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, <break time=""200ms""/>open square bracket, <break time=""150ms""/>delta of lowercase t, <break time=""150ms""/><emphasis>plus</emphasis> lowercase j, <break time=""120ms""/>one over pi times lowercase t, <break time=""150ms""/>close square bracket, <break time=""200ms""/>this square bracket is <emphasis>curly underbraced</emphasis>, <break time=""120ms""/>sub, <break time=""120ms""/><emphasis>calligraphic capital F to the power of minus one</emphasis>, <break time=""120ms""/>of open curly brace, <break time=""120ms""/>two lowercase u of open parenthesis lowercase f close parenthesis, <break time=""120ms""/>close curly brace.</prosody>",3,5,16,study3_r2,16A,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Greek letters",4,4,2,,2026/07/04 3:08:54 PM OESZ,4,4,3,4,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Desktop computer,Headphones,34.82116666666667
15,https://en.wikipedia.org/wiki/Analytic_signal|{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},Mathematics,31-40,33,{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},https://en.wikipedia.org/wiki/Analytic_signal,standard,"Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, open square bracket, delta of lowercase t, plus lowercase j, one over pi times lowercase t, close square bracket, this square bracket is curly underbraced, sub, calligraphic capital F to the power of minus one, of open curly brace, two lowercase u of open parenthesis lowercase f close parenthesis, close curly brace.","<prosody rate=""slow"">Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, <break time=""200ms""/>open square bracket, <break time=""150ms""/>delta of lowercase t, <break time=""150ms""/><emphasis>plus</emphasis> lowercase j, <break time=""120ms""/>one over pi times lowercase t, <break time=""150ms""/>close square bracket, <break time=""200ms""/>this square bracket is <emphasis>curly underbraced</emphasis>, <break time=""120ms""/>sub, <break time=""120ms""/><emphasis>calligraphic capital F to the power of minus one</emphasis>, <break time=""120ms""/>of open curly brace, <break time=""120ms""/>two lowercase u of open parenthesis lowercase f close parenthesis, <break time=""120ms""/>close curly brace.</prosody>",3,5,16,study3_r3,16A,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"")",3,2,2,,2026/07/08 11:49:10 PM OESZ,4,4,4,4,4,Female,55-64,Germany,Master's Degree (or comparable university degree),Humanities and Languages,"Secondary school mathematics (functions, logarithms, trigonometry)",Intermediate (B1-B2),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",34.82116666666667
15,https://en.wikipedia.org/wiki/Analytic_signal|{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},Mathematics,31-40,33,{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},https://en.wikipedia.org/wiki/Analytic_signal,standard,"Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, open square bracket, delta of lowercase t, plus lowercase j, one over pi times lowercase t, close square bracket, this square bracket is curly underbraced, sub, calligraphic capital F to the power of minus one, of open curly brace, two lowercase u of open parenthesis lowercase f close parenthesis, close curly brace.","<prosody rate=""slow"">Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, <break time=""200ms""/>open square bracket, <break time=""150ms""/>delta of lowercase t, <break time=""150ms""/><emphasis>plus</emphasis> lowercase j, <break time=""120ms""/>one over pi times lowercase t, <break time=""150ms""/>close square bracket, <break time=""200ms""/>this square bracket is <emphasis>curly underbraced</emphasis>, <break time=""120ms""/>sub, <break time=""120ms""/><emphasis>calligraphic capital F to the power of minus one</emphasis>, <break time=""120ms""/>of open curly brace, <break time=""120ms""/>two lowercase u of open parenthesis lowercase f close parenthesis, <break time=""120ms""/>close curly brace.</prosody>",3,5,16,study3_r4,16A,2,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Fractions and divisions structures;Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral);Greek letters",2,3,2,,2026/07/10 12:03:10 PM OESZ,4,4,4,4,3,Male,35-44,Germany,Bachelor's Degree (or comparable university degree),Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",34.82116666666667
15,https://en.wikipedia.org/wiki/Analytic_signal|{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},Mathematics,31-40,33,{\displaystyle s_{\mathrm {a} }(t)=s(t)*\underbrace {\left[\delta (t)+j{1 \over \pi t}\right]} _{{\mathcal {F}}^{-1}\{2u(f)\}}.},https://en.wikipedia.org/wiki/Analytic_signal,standard,"Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, open square bracket, delta of lowercase t, plus lowercase j, one over pi times lowercase t, close square bracket, this square bracket is curly underbraced, sub, calligraphic capital F to the power of minus one, of open curly brace, two lowercase u of open parenthesis lowercase f close parenthesis, close curly brace.","<prosody rate=""slow"">Lowercase s sub a of lowercase t, equals, lowercase s of lowercase t, asterisk, <break time=""200ms""/>open square bracket, <break time=""150ms""/>delta of lowercase t, <break time=""150ms""/><emphasis>plus</emphasis> lowercase j, <break time=""120ms""/>one over pi times lowercase t, <break time=""150ms""/>close square bracket, <break time=""200ms""/>this square bracket is <emphasis>curly underbraced</emphasis>, <break time=""120ms""/>sub, <break time=""120ms""/><emphasis>calligraphic capital F to the power of minus one</emphasis>, <break time=""120ms""/>of open curly brace, <break time=""120ms""/>two lowercase u of open parenthesis lowercase f close parenthesis, <break time=""120ms""/>close curly brace.</prosody>",3,5,16,study3_r5,16A,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Fractions and divisions structures",3,4,3,,2026/07/14 1:36:14 AM OESZ,4,4,4,4,3,Male,25-34,Germany,Doctorate / PhD (or comparable university degree),Mathematics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,Headphones,34.82116666666667
45,"https://en.wikipedia.org/wiki/Repeated_median_regression|{\displaystyle {\widehat {B}}={\underset {i}{\operatorname {median} }}\ {\underset {j\,\neq \,i}{\operatorname {median} }}\ \operatorname {slope} (i,j)}",Statistics,11-20,12,"{\displaystyle {\widehat {B}}={\underset {i}{\operatorname {median} }}\ {\underset {j\,\neq \,i}{\operatorname {median} }}\ \operatorname {slope} (i,j)}",https://en.wikipedia.org/wiki/Repeated_median_regression,extended,"Capital B hat, equals the ""median"" over all data points i, of the ""median"" for each i over all other data points, j not equal to i, of the ""slope"" of, open parenthesis, i comma j, close parenthesis, where this respresents the estimated slope","<prosody rate=""medium"">Capital B hat, equals the <emphasis>""median""</emphasis> over all data points i,<break time=""250ms""/> of the <emphasis>""median""</emphasis> for each i over all other data points,<break time=""200ms""/> j not equal to i,<break time=""250ms""/> of the <emphasis>""slope""</emphasis> of,<break time=""150ms""/> open parenthesis, i comma j, close parenthesis,<break time=""250ms""/> where this respresents the estimated slope</prosody>",3,6,22,study3_r1,22B,2,Subscripts and indices;Variable names,2,2,1,2.0,2026/06/28 7:53:57 PM OESZ,4,4,3,4,3,Male,35-44,Germany,Master's Degree (or comparable university degree),Economics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,15.9085
45,"https://en.wikipedia.org/wiki/Repeated_median_regression|{\displaystyle {\widehat {B}}={\underset {i}{\operatorname {median} }}\ {\underset {j\,\neq \,i}{\operatorname {median} }}\ \operatorname {slope} (i,j)}",Statistics,11-20,12,"{\displaystyle {\widehat {B}}={\underset {i}{\operatorname {median} }}\ {\underset {j\,\neq \,i}{\operatorname {median} }}\ \operatorname {slope} (i,j)}",https://en.wikipedia.org/wiki/Repeated_median_regression,extended,"Capital B hat, equals the ""median"" over all data points i, of the ""median"" for each i over all other data points, j not equal to i, of the ""slope"" of, open parenthesis, i comma j, close parenthesis, where this respresents the estimated slope","<prosody rate=""medium"">Capital B hat, equals the <emphasis>""median""</emphasis> over all data points i,<break time=""250ms""/> of the <emphasis>""median""</emphasis> for each i over all other data points,<break time=""200ms""/> j not equal to i,<break time=""250ms""/> of the <emphasis>""slope""</emphasis> of,<break time=""150ms""/> open parenthesis, i comma j, close parenthesis,<break time=""250ms""/> where this respresents the estimated slope</prosody>",3,6,22,study3_r2,22B,2,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Subscripts and indices;Variable names",2,3,1,3.0,2026/07/04 3:08:54 PM OESZ,4,4,3,4,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Desktop computer,Headphones,15.9085
